829791,occ,,,91553,,Pterosauria indet.,unranked clade,38461,,Pterosauria,,unranked clade,38461,Sinemurian,Pliensbachian,199.3,182.7,Padian,1984,4407,Chordata,33815,Reptilia,36322,Pterosauria,38461,,,,,,,,1,specimens,-111.412224,35.875832,"UCMP 128227, left fourth wing metacarpal","UCMP V82374, Airhead West, pterosaur",,"blue layer, Silty Facies",US,Arizona,Coconino,based on nearby landmark,seconds,small collection,eleven miles NE of Cameron between the southern two tributaries of Five Mile Wash. Collection lat & long is taken from the PBDB entry for the nearby Eopneumatosuchus-type locality ,gp_mid,-39.92,15.13,101,US,,Kayenta,Glen Canyon,,bed,,,,,,,,"""Near the base of the Kayenta Formation""","""green siltstone with thin sandstone stringer""",siltstone,green,,,Y,sandstone,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,,,,,taxonomic,"surface (float),sieve",UCMP,all macrofossils,,,J. C. Clark,1981,,,marine,,actively mobile,volant,,piscivore,,,active flyers (Padian 1983) and mostly piscivorous (Wang and Zhou 2006),hydroxyapatite,,,,Pterosauria,,,,indet.,,R. Butler,R. Butler,R. Butler
829793,occ,,,46137,,Rhamphorhynchidae indet.,family,38470,,Rhamphorhynchidae,,family,38470,Hettangian,Sinemurian,201.3,190.8,Gill et al.,2006,30852,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,,,,,,,,-3.590833,51.472221,"""Non-serrated archosaurian teeth""",Pant 4 (St. Bride's Island),,"Pant Fissure System 4, Pant Quarry, SS 896 760, SS 896760, St. Brides",UK,Wales,Glamorgan,estimated from map,seconds,small collection,"Pant 4, Alun Valley, south of Bridgend, Glamorganshire. Lat long is derived from the National Reference grid coordinates SS 895 759 - Actual locality coordinates for Pant Quarry are SS 896 760 (given in Evans and Kermack 1994).",gp_mid,9.22,37.3,315,UK,,,,,bed,,,,,,,,"Fissure fills in Late Carboniferous (Dinantian) limestone. Deposits resulting from Liassic transgression over Carboniferous limestones. Kermack, Mussett, and Rigney (1981) note that a Lower Sinemurian age for the Welsh fissures is supported by evidence in David Pacey's unpublished thesis (1978).","The matrix filling of the fissures ranges from soft clay to hard marl and often is rich in hematite grains. Matrix color varies from red to yellow, green and gray, and the bone can be white to dark gray and brown. Typically bone is white and matrix is red. Plant fossils are often preserved as charcoal (fusain) in gray matrix (also in yellow and red).","""limestone""",,,,,marl,"hematitic,gray,green,red,yellow",,,Y,fissure fill,,"Fissures in limestone filled with silt, acting as traps for small animals. Localities lie on a small limestone plateau that formed an island (Robinson, 1971) or archipelago in Jurassic times. Triassic to Jurassic subsidence and a transgression by Tethys Ocean gradually resulted in inundation by Early Jurassic (Sinemurian). Such fissure fills formed in open joints in the limestone and are from 0.3 to 1 m wide.","mesofossils,microfossils",,,,,,,,"body,charcoalification",good,,time-averaged,,#NAME?,,,,frequent,,,"One of five quarries containing the ""Hirmeriella association"". Bones, teeth, and plants thought to be washed into the fissures by water. Fossils preserve fragile processes and show no sign of reworking. Originally accumulated through the action of predators, either small theropods or large morganucodontids, though no direct evidence exists for this at the Duchy Quarry (largish, shed, archosaurian tooth crowns, without any evidence of digested enamel occur at Pant 4, as does a single tooth from a large morganucodontid; Pontalun also preserves rare archosaurian tooth crowns). Quarries (except Longlands) are within two square km of one another and have the same characteristic fauna and flora (Evans and Kermack 1994).",taxonomic,"selective quarrying,chemical,field collection",,,,,,,,"Pant 4 occurrences are reported in Evans and Kermack (1994), but a more detailed study can be found in Pacey (1978) unpublished PhD thesis. \r\n\r\nPers. comm. from Susan Evans (1/18/2005): Clevosaurus sp. is present at Pant 4, though not at other Early Jurassic Fissure Fills.",marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Rhamphorhynchidae,,,,indet.,,R. Butler,R. Butler,
829807,occ,,,91558,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,,,11.571389,49.941387,"More than 100 complete and partial bones, including anterior end of a lower jaw and postcranial bones and fragments (including proximal humerus, left distal ulna, right distal radius, and distal femur)",Bayreuth pterosaur collection,,,DE,Bayern,,based on nearby landmark,seconds,local area,"Collected from various places around the town of Bayreuth, but more detailed collections information not available. Coordinates are for Bayreuth",gp_mid,28.06,41.13,305,DE,,Posidonia Shale,,,formation,,,,,,,,"Posidonienschiefer (Posidonien-Schiefer), Lias Epsilon (""Schwarzjura""), exact horizon(s) unknown ",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,some macrofossils,,,Graf zu Münster,,"Material collected by Georg Graf zu Münster in the early 1800s. Owned by the Royal Family of Bavaria and in the care of the University of Bayreuth. ""Much of the material is not pterosaurian, but probably represents ribs and metapodials of marine reptiles"". ",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,R. Butler
829808,occ,,,91559,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.525556,48.645557,"BSP 1938 I 49, partial skull and lower jaws; two cervicals, 23 caudals; virtually complete pectoral and pelvic girdles and fore and hind limbs, lacking only the left humerus. Traces of skin and its ""hairy"" covering. ","Ohmden, BSPG pterosaur, epsilon II/4",,,DE,Baden-Württenburg,,based on nearby landmark,seconds,small collection,Coordinates are for the village of Ohmden; no more precise data available,gp_mid,27.01,39.45,305,DE,,Posidonia Shale,,Lias Epsilon II/4,bed,falcifer,,,,,,,"Lias (""Schwarzjura"") epsilon II/4 (Unterer Schiefer)",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,"body,soft parts",excellent,,snapshot,conservation,,,,,none,,,"Specimen preserves soft-parts: skin fibrous ""hair-like"" structures",taxonomic,survey of museum collection,BSP,,,,,1935,Prepared by B. Hauff Sr.,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829809,occ,,,91560,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"MB 1905.15, nearly complete articulated postcranial skeleton in dorsal view, missing the skull, the first two cervical vertebrae, and all but the first five caudals; the specimen number MB 1972.35 has also been associated with this specimen","Hauff Quarry IX, Holzmaden, epsilon II/4",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,outcrop,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/4,group of beds,falcifer,,,,,,,"Lias (""Schwarzjura"") epsilon II/4 (Unteren Schiefer). Hauff Quarry IX",,not reported,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,snapshot,,,,,,none,,,,taxonomic,survey of museum collection,MfN,,,,B. Hauff Sr,1905,Specimen collected by B. Hauff Sr in 1905. Sold to the Humboldt Museum für Naturkunde for 2500 Goldmarks. ,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829810,occ,,,91561,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.646111,48.749443,"MB 1920.16, virtually complete skeleton, lacking only a few dorsal and some caudal vertebrae; one of the largest and best preserved representatives of this species","Hauff Quarry XXXI, Zell",,,DE,Baden-Württenburg,Göppingen,based on nearby landmark,seconds,outcrop,Coordinates based upon the village of Zell,gp_mid,27.06,39.57,305,DE,,Posidonia Shale,,Lias Epsilon II/4,group of beds,,,,,,,,"Lias (""Schwarzjura"") epsilon II/4 (Unterer Schiefer). Hauff Quarry XXXI",,not reported,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,,,,,taxonomic,survey of museum collection,MfN,,,,B. Hauff Sr,1915,B. Hauff Sr sold this specimen to Dr Krantz of Bonn in 1915 for 3500 Goldmarks; Krantz sold it to the Museum für Naturkunde in 1920 for 6500 Goldmarks,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829811,occ,,,91562,,n. gen. Dorygnathus n. sp. banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian and Wild,1992,30857,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,27,specimens,11.022778,50.092777,"PSB 757/758 (holotype), lower jaw and associated bones: a left scapulocoracoid, three metacarpals, and a claw from the manus. PSB 76x, wing metacarpal, metacarpal, second and third wing phalanxes. PSB 759d, anterior caudal. PSB 759c, rib. PSB ""A"", ""D"", ""E"", ""F"", ""G"", PSB 759k-n, scapulocoracoids. PSB 759a, 759e, 759h, humeri. PSB ""B"", ""K"", PSB 759i, ulnae. PSB 763, wing metacarpal. PSB ""Ia"", hand phalanx. PSB 704, 764, ""J"", ""C"", wing phalanges. PSB 759b, PSB 759f, PSB 759g, femora. PSB 766, 767, left tibiae-fibulae. ",Banz,,Dorygnathus banthensis holotype site,DE,Bayern,Lichtenfels,based on nearby landmark,seconds,local area,Specimens collected from around the village of Banz (now Bad Staffelstein); coordinates are for the Kloster Banz where material was initially held,gp_mid,27.55,41.14,305,DE,,Posidonia Shale,,,formation,,,,,,,,,,chalk,white,,,Y,marl,,,,Y,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,Specimens collected from various places around the village of Banz and preserved in the Petrefaktensammlung Banz since the 1820s. Collection currently held in the Schloss Banz. This collection is for all specimens described by Padian & Wild for which more precise data is not available.  ,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,n. gen.,,,banthensis,n. sp.,R. Butler,R. Butler,R. Butler
829812,occ,,,91563,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian and Wild,1992,30857,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,11.016111,50.143055,"PSB 770, nine wing bones, including proximal carpal, right wing metacarpal, two phalanges from the first three fingers, both ulnae, right radius, and right wing-phalanx",Weingarten near Banz,,,DE,Bayern,Lichtenfels,based on nearby landmark,seconds,small collection,Specimen collected from the vicinity of the village of Weingarten,gp_mid,27.52,41.19,305,DE,,Posidonia Shale,,,bed,,,,,,,,,,chalk,white,,,Y,marl,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,Pasto Augustin Geyer,,"Collected in the first half of the 19th century. Held now in the Petrefaktensammlung Banz, Schloss Banz, Bayern. ",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829813,occ,,,91565,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian and Wild,1992,30857,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,elements,10.949167,50.156387,"PSB ""H"", right ulna",Roadcut between Rossach & Altenbanz,,,DE,Bayern,Lichtenfels,based on nearby landmark,seconds,small collection,Roadcut between Altenbanz and Rossach,gp_mid,27.46,41.19,305,DE,,Posidonia Shale,,,bed,,,,,,,,,,not reported,,,,,marl,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,1833,"Collected by student of Pastor Geyer. Held now in the Petrefaktensammlung Banz, Schloss Banz, Bayern. ",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829871,occ,,IF,52998,,Antipus n. sp. bifidus,species,156041,,Antipus bifidus,,species,156041,Hettangian,Sinemurian,201.3,190.8,Hitchcock,1858,29531,Chordata,33815,Reptilia,36322,Pterosauria,38461,,,Antipus,143943,,,,3,specimens,-72.549606,42.612213,,"Ferry above Turners Falls, tracksite",,"Lull 5, Turner's Falls",US,Massachusetts,Franklin,based on nearby landmark,6,outcrop,"along Connecticut River, where bridge now crosses to Riverside, on N bank above Turner's Falls",gp_mid,-9.25,22.11,101,US,,Portland,Agawam,,group of beds,,,,,,,,,red and dark gray micaceous sandstone,sandstone,"micaceous,gray,red",,,Y,,,,,,fluvial-lacustrine indet.,,,macrofossils,,,,,,,,"cast,mold/impression,trace",good,autochthonous,time-averaged,,#NAME?,life position,,,,,,,taxonomic,"selective quarrying,surface (in situ),field collection,observed (not collected)",,,,,D. Marsh,,,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Antipus,,,,bifidus,n. sp.,M. Carrano,M. Carrano,
829985,occ,,,91564,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,10.706111,52.357498,"MB 1977.21, several vertebrae and dorsal ribs, left radius and ulna, carpals, metacarpals, two small phalanges, first and second wing-phalanges, right humerus, radius and ulna, femur, tibia and fibula",Flechtorf pterosaur,,,DE,Niedersachsen,Helmstedt,based on nearby landmark,seconds,small collection,"Village of Flechtorf, near Braunschweig",gp_mid,26.2,43.19,315,DE,,Posidonia Shale,,Lias Geodenlage Ca II,bed,falcifer,,,,,,,"Lias (""Scharzjura"") Geodenlage Ca II, 'capellinum-Zone' according to Wunnenburg (1850), 'elegans-Zone' of later authors; equivalent in the Holzmaden area to Schwarzjura epsilon II/mid6-9 (falcifer zone). ",,"""limestone""",nodular,,muddy,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,,,,,,,,,,taxonomic,survey of museum collection,MfN,,,,C. Stieler,Before 1922,,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829986,occ,,,91587,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,specimens,9.525556,48.645557,"Museum Hauff unnumbered, complete skeleton, with only some parts of the right limbs missing or disarticulated","Ohmden, Museum Hauff, epsilon II/4",,,DE,Baden-Württenburg,,based on nearby landmark,seconds,small collection,Coordinates are for the village of Ohmden; no more precise data available,gp_mid,27.01,39.45,305,DE,,Posidonia Shale,,Lias Epsilon II/4,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon II/4 ",,"""shale""","planar lamination,black",,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,,,,,,,"Museum Hauff, Holzmaden",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829987,occ,,,91588,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"Univ. Löwen specimen, skeleton without skull. Original specimen lost - cast is BSP 1964 XXIV 328","Holzmaden, Univ Löwen, epsilon II/3",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,small collection,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/3,bed,tenuicostatum,,,,,,,"Lias (""Schwarzjura"") epsilon II/3 (Fleins).",,"""shale""","planar lamination,black",,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,BSP,,,,B. Hauff Sr,1911,University of Löwen - original specimen now stolen and a cast is available in the BSP in Munich ,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829988,occ,,,91589,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"NHM R10087, assorted postcranial bones: left scapulocoracoid, forelimb, tooth and left femur","Holzmaden, NHM specimen, epsilon II/4?",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,small collection,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/4,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon II/4?",,"""shale""","planar lamination,black",,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,,conservation,,,,,none,,,,taxonomic,survey of museum collection,BMNH,,,,,1922,,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829998,occ,,,91592,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"GPIT 1645/1, nearly complete skeleton missing only the right tibia and part of the foot","Hauff Quarry XIV, Holzmaden",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,outcrop,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/4,group of beds,,,,,,,,"Lias (""Schwarzjura"") epsilon II/4 (Unteren Schiefer). Hauff Quarry XIV",,"""shale""","planar lamination,black",,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,MfN,,,,B. Hauff Sr,1914,"GPIT: Institut für Geologie und Paläontologie, Universität Tübingen",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
829999,occ,,,91593,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.525556,48.645557,"GPIT 1645/2, seven forelimb bones, two incomplete","Ohmden, GPIT specimen, epsilon II",,,DE,Baden-Württenburg,,based on nearby landmark,seconds,small collection,Coordinates are for the village of Ohmden; no more precise data available,gp_mid,27.01,39.45,305,DE,,Posidonia Shale,,Lias Epsilon 2,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon II",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,,conservation,,,,,none,,,,taxonomic,survey of museum collection,,,,,,prior to 1858,"GPIT: Institut für Geologie und Paläontologie, Universität Tübingen",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830000,occ,,,91594,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,specimens,8.767778,48.209721,"GPIT 1645/3, one complete and two partial long bones","Stausee, east of Schömberg",,,DE,Baden-Württenburg,Zollernalbkreis,based on nearby landmark,seconds,small collection,Found at the reservoir (Stausee) east of Schömberg; the egress for the water cuts through the Posidonienschiefer.,gp_mid,26.59,38.87,305,DE,,Posidonia Shale,,Lias Epsilon II,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon II",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,"surface (float),survey of museum collection",,,,,Dr A. Liebau,1977,"GPIT: Institut für Geologie und Paläontologie, Universität Tübingen",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830001,occ,,,91595,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"GPIT specimen lost, most of both forelimbs and one hindlimb, somewhat scattered","Hauff Quarry IX, Holzmaden, epsilon II/6",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,outcrop,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/6,group of beds,falcifer,,,,,,,"Lias (""Schwarzjura"") epsilon II/6 (Schieferklotz). Hauff Quarry IX",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,B. Hauff Sr,1901,"Specimen stolen and currently lost to science. Formerly in the collection of Institut für Geologie und Paläontologie, Universität Tübingen",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830002,occ,,,91596,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.525556,48.645557,"Swedish Museum Natural History specimen, scattered vertebrae, ribs, phalanges, both pectoral girdles, humeri, carpi, metacarpi, wing-phalanges 1 and 2, one partial third and a fourth wing-phalanx, one tibia-fibula","Ohmden, Hauff quarry",,,DE,Baden-Württenburg,,based on nearby landmark,seconds,small collection,Coordinates are for the village of Ohmden; no more precise data available,gp_mid,27.01,39.45,305,DE,,Posidonia Shale,,Lias Epsilon II/3,bed,tenuicostatum,,,,,,,"Lias (""Schwarzjura"") epsilon II/3 (Fleins)",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,,,,,,1921,Swedish Museum of Natural History Stockholm,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830003,occ,,,91597,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"UUPM R 156, complete skull and skeleton, mostly in articulation","Holzmaden, epsilon II/3, Uppsala pterosaur",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,small collection,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/3,bed,tenuicostatum,,,,,,,"Lias (""Schwarzjura"") epsilon II/3 (Fleins)",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,,,,,B. Hauff Sr,after 1921,"UUPM: Palaeontological Museum, University of Uppsala",,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830004,occ,,,91598,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,9.518056,48.633057,"Naturhistorisches Museum Wien specimen, nearly complete skeleton","Hauff Quarry I, Holzmaden",,,DE,Baden-Württenburg,Esslingen,based on nearby landmark,seconds,outcrop,Coordinates based upon the village of Holzmaden,gp_mid,27.01,39.43,305,DE,,Posidonia Shale,,Lias Epsilon II/6,group of beds,,,,,,,,"Lias (""Schwarzjura"") epsilon II/6. Hauff Quarry I",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,snapshot,conservation,,,,,none,,,,taxonomic,survey of museum collection,,,,,B. Hauff Sr,1901,Naturhistorisches Museum Wien,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830005,occ,,,91600,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,individuals,8.815,48.250557,"PIMUZ A/III 493, scattered postcranial bones, mostly partial, including about a dozen wing bones, a partial pelvis and hindlimbs and sections of the cervical and caudal vertebrae",Erzingen near Balingen,,,DE,Baden-Württenburg,Zollernalbkreis,based on nearby landmark,seconds,small collection,,gp_mid,26.61,38.92,305,DE,,Posidonia Shale,,Lias Epsilon II,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon; 'Stinkkalkebank' portion of the Posidonienschiefer",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,good,,,,,,,,none,,,,taxonomic,"surface (float),survey of museum collection",,,,,H. Eith,1968,PIMUZ: Paläontologische Institut und Museum der Universität Zürich,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
830006,occ,,,91599,,Dorygnathus banthensis,species,92103,,Dorygnathus banthensis,,species,92103,Early Toarcian,,183,182,Padian,2008,30856,Chordata,33815,Reptilia,36322,Pterosauria,38461,Rhamphorhynchidae,38470,Dorygnathus,38472,,,,1,specimens,9.571667,48.648609,"SMNS 50016, isolated second or third wing-phalanx","Zell, J. Fischer quarry, unknown level",,,DE,Baden-Württenburg,Zollernalbkreis,based on nearby landmark,seconds,small collection,"Private quarry of Mr J. Fischer, Zell",gp_mid,27.04,39.46,305,DE,,Posidonia Shale,,Lias Epsilon II,bed,,,,,,,,"Lias (""Schwarzjura"") epsilon 2",,"""shale""",black,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,SMNS,,,,J. Fischer,1976,,,marine,,actively mobile,volant,,piscivore,,,,hydroxyapatite,,,,Dorygnathus,,,,banthensis,,R. Butler,R. Butler,
